paper_id,openalex_id,title,publication_year,journal,pdf_url,local_target
183,W2789817872,Revolution of Alzheimer Precision Neurology. Passageway of Systems Biology and Neurophysiology,2018,Journal of Alzheimer s Disease,https://content.iospress.com:443/download/journal-of-alzheimers-disease/jad179932?id=journal-of-alzheimers-disease%2Fjad179932,data/pdfs/W2789817872.pdf
6,W4391750907,A novel CNN architecture for accurate early detection and classification of Alzheimer’s disease using MRI data,2024,Scientific Reports,https://www.nature.com/articles/s41598-024-53733-6.pdf,data/pdfs/W4391750907.pdf
807,W2786040699,Heterogeneous patterns of brain atrophy in Alzheimer's disease,2018,Neurobiology of Aging,https://kclpure.kcl.ac.uk/ws/files/86593680/Heterogeneous_patterns_of_brain_POULAKIS_31January2018_GREEN_AAM_CC_BY_NC_ND_.pdf,data/pdfs/W2786040699.pdf
209,W3134925858,An Effective Multimodal Image Fusion Method Using MRI and PET for Alzheimer's Disease Diagnosis,2021,Frontiers in Digital Health,https://www.frontiersin.org/articles/10.3389/fdgth.2021.637386/pdf,data/pdfs/W3134925858.pdf
821,W2904577340,"Type 2 diabetes mellitus, brain atrophy and cognitive decline in older people: a longitudinal study",2018,Diabetologia,https://link.springer.com/content/pdf/10.1007/s00125-018-4778-9.pdf,data/pdfs/W2904577340.pdf
504,W2999987844,Mild behavioral impairment is associated with β‐amyloid but not tau or neurodegeneration in cognitively intact elderly individuals,2020,Alzheimer s & Dementia,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/alz.12007,data/pdfs/W2999987844.pdf
632,W4388634755,Explainable Artificial Intelligence in Alzheimer’s Disease Classification: A Systematic Review,2023,Cognitive Computation,https://link.springer.com/content/pdf/10.1007/s12559-023-10192-x.pdf,data/pdfs/W4388634755.pdf
137,W3091886723,Late-onset vs nonmendelian early-onset Alzheimer disease,2020,Neurology Genetics,https://ng.neurology.org/content/nng/6/5/e512.full.pdf,data/pdfs/W3091886723.pdf
213,W3023773746,The reliability of a deep learning model in clinical out-of-distribution MRI data: A multicohort study,2020,Medical Image Analysis,https://www.sciencedirect.com/science/article/pii/S1361841520300785/pdf,data/pdfs/W3023773746.pdf
757,W3013851350,GAN-based synthetic brain PET image generation,2020,Brain Informatics,https://braininformatics.springeropen.com/track/pdf/10.1186/s40708-020-00104-2,data/pdfs/W3013851350.pdf
822,W4318983928,Adult hippocampal neurogenesis in Alzheimer’s disease: A roadmap to clinical relevance,2023,Cell stem cell,http://www.cell.com/article/S1934590923000024/pdf,data/pdfs/W4318983928.pdf
773,W4281701142,"18 F-FDG PET Imaging in Neurodegenerative Dementing Disorders: Insights into Subtype Classification, Emerging Disease Categories, and Mixed Dementia with Copathologies",2022,Journal of Nuclear Medicine,https://jnm.snmjournals.org/content/jnumed/63/Supplement_1/2S.full.pdf,data/pdfs/W4281701142.pdf
334,W3182313452,A Comparative Analysis of Machine Learning Algorithms to Predict Alzheimer’s Disease,2021,Journal of Healthcare Engineering,https://downloads.hindawi.com/journals/jhe/2021/9917919.pdf,data/pdfs/W3182313452.pdf
513,W2884156795,Structural brain imaging in Alzheimer’s disease and mild cognitive impairment: biomarker analysis and shared morphometry database,2018,Scientific Reports,https://www.nature.com/articles/s41598-018-29295-9.pdf,data/pdfs/W2884156795.pdf
432,W3138667573,Computational Modeling of Dementia Prediction Using Deep Neural Network: Analysis on OASIS Dataset,2021,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09380278.pdf,data/pdfs/W3138667573.pdf
943,W3134726279,Alzheimer's disease detection using depthwise separable convolutional neural networks,2021,Computer Methods and Programs in Biomedicine,https://repository.uwl.ac.uk/id/eprint/7765/1/convNeuralNetworkOptimizationV12_1-Clean%20%283%29.pdf,data/pdfs/W3134726279.pdf
500,W2800992027,Sex Differences in Cognitive Decline in Subjects with High Likelihood of Mild Cognitive Impairment due to Alzheimer’s disease,2018,Scientific Reports,https://www.nature.com/articles/s41598-018-25377-w.pdf,data/pdfs/W2800992027.pdf
108,W2801042920,Longitudinal brain imaging in preclinical Alzheimer disease: impact of APOE ε4 genotype,2018,Brain,https://academic.oup.com/brain/article-pdf/141/6/1828/25083580/awy103.pdf,data/pdfs/W2801042920.pdf
805,W2998606888,Association of Neighborhood-Level Disadvantage With Cerebral and Hippocampal Volume,2020,JAMA Neurology,https://jamanetwork.com/journals/jamaneurology/articlepdf/2757868/jamaneurology_hunt_2020_oi_190106.pdf,data/pdfs/W2998606888.pdf
760,W2914951750,18F-flortaucipir (AV-1451) tau PET in frontotemporal dementia syndromes,2019,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/counter/pdf/10.1186/s13195-019-0470-7,data/pdfs/W2914951750.pdf
316,W4366828958,Revolutionizing the Early Detection of Alzheimer’s Disease through Non-Invasive Biomarkers: The Role of Artificial Intelligence and Deep Learning,2023,Sensors,https://www.mdpi.com/1424-8220/23/9/4184/pdf?version=1682150140,data/pdfs/W4366828958.pdf
278,W4306742555,"Functional magnetic resonance imaging, deep learning, and Alzheimer's disease: A systematic review",2022,Journal of Neuroimaging,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jon.13063,data/pdfs/W4306742555.pdf
263,W3215630567,Multi-Method Analysis of Medical Records and MRI Images for Early Diagnosis of Dementia and Alzheimer’s Disease Based on Deep Learning and Hybrid Methods,2021,Electronics,https://www.mdpi.com/2079-9292/10/22/2860/pdf?version=1637571718,data/pdfs/W3215630567.pdf
172,W4323539013,Association of Mediterranean-DASH Intervention for Neurodegenerative Delay and Mediterranean Diets With Alzheimer Disease Pathology,2023,Neurology,https://pmc.ncbi.nlm.nih.gov/articles/PMC10259273/pdf/WNL-2023-000079.pdf,data/pdfs/W4323539013.pdf
502,W2172507466,Vitamin and mineral supplementation for preventing dementia or delaying cognitive decline in people with mild cognitive impairment,2018,Cochrane Database of Systematic Reviews,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011905.pub2/pdf/full,data/pdfs/W2172507466.pdf
208,W3165780789,Reduced coupling between cerebrospinal fluid flow and global brain activity is linked to Alzheimer disease–related pathology,2021,PLoS Biology,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.3001233&type=printable,data/pdfs/W3165780789.pdf
113,W3159579165,"Mediterranean Diet, Alzheimer Disease Biomarkers, and Brain Atrophy in Old Age",2021,Neurology,https://n.neurology.org/content/neurology/96/24/e2920.full.pdf,data/pdfs/W3159579165.pdf
535,W2896079587,Default Mode Network Complexity and Cognitive Decline in Mild Alzheimer’s Disease,2018,Frontiers in Neuroscience,https://www.frontiersin.org/articles/10.3389/fnins.2018.00770/pdf,data/pdfs/W2896079587.pdf
614,W2889611173,Modeling and prediction of clinical symptom trajectories in Alzheimer’s disease using longitudinal data,2018,PLoS Computational Biology,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1006376&type=printable,data/pdfs/W2889611173.pdf
927,W2804251845,Cortical Thickness Estimations of FreeSurfer and the CAT12 Toolbox in Patients with Alzheimer's Disease and Healthy Controls,2018,Journal of Neuroimaging,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jon.12521,data/pdfs/W2804251845.pdf
497,W2787084614,Risk of Conversion to Dementia in a Mild Behavioral Impairment Group Compared to a Psychiatric Group and to a Mild Cognitive Impairment Group,2018,Journal of Alzheimer s Disease,https://content.iospress.com:443/download/journal-of-alzheimers-disease/jad170632?id=journal-of-alzheimers-disease%2Fjad170632,data/pdfs/W2787084614.pdf
819,W4322490490,Hippocampal Vascular Supply and Its Role in Vascular Cognitive Impairment,2023,Stroke,https://www.ahajournals.org/doi/pdf/10.1161/STROKEAHA.122.038263,data/pdfs/W4322490490.pdf
67,W3150382221,Multi-classification of alzheimer disease on magnetic resonance images (MRI) using deep convolutional neural network (DCNN) approaches,2021,International Journal of Advanced Computer Research,https://www.accentsjournals.org/PaperDirectory/Journal/IJACR/2021/3/2.pdf,data/pdfs/W3150382221.pdf
816,W2898398170,Atrophy subtypes in prodromal Alzheimer’s disease are associated with cognitive decline,2018,Brain,https://academic.oup.com/brain/article-pdf/141/12/3443/29154038/awy264.pdf,data/pdfs/W2898398170.pdf
15,W4391440634,An explainable machine learning approach for Alzheimer’s disease classification,2024,Scientific Reports,https://www.nature.com/articles/s41598-024-51985-w.pdf,data/pdfs/W4391440634.pdf
780,W3191270694,Tau-PET and in vivo Braak-staging as prognostic markers of future cognitive decline in cognitively normal to demented individuals,2021,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/track/pdf/10.1186/s13195-021-00880-x,data/pdfs/W3191270694.pdf
537,W3123195464,Mild behavioral impairment and its relation to tau pathology in preclinical Alzheimer’s disease,2021,Translational Psychiatry,https://www.nature.com/articles/s41398-021-01206-z.pdf,data/pdfs/W3123195464.pdf
538,W2922380399,"Association of short-term cognitive decline and MCI-to-AD dementia conversion with CSF, MRI, amyloid- and 18F-FDG-PET imaging",2019,NeuroImage Clinical,https://www.sciencedirect.com/science/article/pii/S2213158219301214/pdf,data/pdfs/W2922380399.pdf
596,W2983431646,"Prediction and Classification of Alzheimer’s Disease Based on Combined Features From Apolipoprotein-E Genotype, Cerebrospinal Fluid, MR, and FDG-PET Imaging Biomarkers",2019,Frontiers in Computational Neuroscience,https://www.frontiersin.org/articles/10.3389/fncom.2019.00072/pdf,data/pdfs/W2983431646.pdf
272,W4313826410,Hybridized Deep Learning Approach for Detecting Alzheimer’s Disease,2023,Biomedicines,https://www.mdpi.com/2227-9059/11/1/149/pdf?version=1673002875,data/pdfs/W4313826410.pdf
531,W2994611509,The relationship between the gut microbiome and mild cognitive impairment in patients without dementia: a cross-sectional study conducted in Japan,2019,Scientific Reports,https://www.nature.com/articles/s41598-019-55851-y.pdf,data/pdfs/W2994611509.pdf
232,W2927655793,Trajectories of the Hippocampal Subfields Atrophy in the Alzheimer’s Disease: A Structural Imaging Study,2019,Frontiers in Neuroinformatics,https://www.frontiersin.org/articles/10.3389/fninf.2019.00013/pdf,data/pdfs/W2927655793.pdf
173,W4200531219,Biomarker-Based Prediction of Longitudinal Tau Positron Emission Tomography in Alzheimer Disease,2021,JAMA Neurology,https://jamanetwork.com/journals/jamaneurology/articlepdf/2787209/jamaneurology_leuzy_2021_oi_210080_1644604373.66843.pdf,data/pdfs/W4200531219.pdf
221,W3007734058,"Assessment of Demographic, Genetic, and Imaging Variables Associated With Brain Resilience and Cognitive Resilience to Pathological Tau in Patients With Alzheimer Disease",2020,JAMA Neurology,https://jamanetwork.com/journals/jamaneurology/articlepdf/2761854/jamaneurology_ossenkoppele_2020_oi_190119.pdf,data/pdfs/W3007734058.pdf
512,W3007499076,"Complexity Analysis of EEG, MEG, and fMRI in Mild Cognitive Impairment and Alzheimer’s Disease: A Review",2020,Entropy,https://www.mdpi.com/1099-4300/22/2/239/pdf?version=1583048730,data/pdfs/W3007499076.pdf
270,W4384343101,A systematic review on machine learning and deep learning techniques in the effective diagnosis of Alzheimer’s disease,2023,Brain Informatics,https://braininformatics.springeropen.com/counter/pdf/10.1186/s40708-023-00195-7,data/pdfs/W4384343101.pdf
179,W4226153286,Structural progression of Alzheimer’s disease over decades: the MRI staging scheme,2022,Brain Communications,https://academic.oup.com/braincomms/article-pdf/4/3/fcac109/43694408/fcac109.pdf,data/pdfs/W4226153286.pdf
620,W2995611313,"Synaptic biomarkers in CSF aid in diagnosis, correlate with cognition and predict progression in MCI and Alzheimer's disease",2019,Alzheimer s & Dementia Translational Research & Clinical Interventions,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1016/j.trci.2019.11.002,data/pdfs/W2995611313.pdf
274,W2965102627,A Data Augmentation-Based Framework to Handle Class Imbalance Problem for Alzheimer’s Stage Detection,2019,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/8600701/08786257.pdf,data/pdfs/W2965102627.pdf
169,W3106237074,Plasma Tau and Neurofilament Light in Frontotemporal Lobar Degeneration and Alzheimer Disease,2020,Neurology,https://n.neurology.org/content/neurology/96/5/e671.full.pdf,data/pdfs/W3106237074.pdf
541,W2954581201,Cortical graph neural network for AD and MCI diagnosis and transfer learning across populations,2019,NeuroImage Clinical,https://www.sciencedirect.com/science/article/pii/S2213158219302797/pdf,data/pdfs/W2954581201.pdf
198,W3097518530,Alzheimer's Disease Detection Through Whole-Brain 3D-CNN MRI,2020,Frontiers in Bioengineering and Biotechnology,https://www.frontiersin.org/articles/10.3389/fbioe.2020.534592/pdf,data/pdfs/W3097518530.pdf
182,W3093158055,Hippocampal subfield volumetry from structural isotropic 1 mm3 MRI scans: A note of caution,2020,Human Brain Mapping,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.25234,data/pdfs/W3093158055.pdf
131,W2953933698,Cognitive reserve and clinical progression in Alzheimer disease,2019,Neurology,https://n.neurology.org/content/neurology/93/4/e334.full.pdf,data/pdfs/W2953933698.pdf
612,W2807758560,Predictive Modeling of the Progression of Alzheimer’s Disease with Recurrent Neural Networks,2018,Scientific Reports,https://www.nature.com/articles/s41598-018-27337-w.pdf,data/pdfs/W2807758560.pdf
227,W4360615067,Accurate Detection of Alzheimer’s Disease Using Lightweight Deep Learning Model on MRI Data,2023,Diagnostics,https://www.mdpi.com/2075-4418/13/7/1216/pdf?version=1679567731,data/pdfs/W4360615067.pdf
686,W3195457683,Artificial Intelligence for Alzheimer’s Disease: Promise or Challenge?,2021,Diagnostics,https://www.mdpi.com/2075-4418/11/8/1473/pdf?version=1628925319,data/pdfs/W3195457683.pdf
345,W3013879439,Machine learning prediction of incidence of Alzheimer’s disease using large-scale administrative health data,2020,npj Digital Medicine,https://www.nature.com/articles/s41746-020-0256-0.pdf,data/pdfs/W3013879439.pdf
218,W4377047595,A deep learning framework for early diagnosis of Alzheimer’s disease on MRI images,2023,Multimedia Tools and Applications,https://link.springer.com/content/pdf/10.1007/s11042-023-15738-7.pdf,data/pdfs/W4377047595.pdf
279,W4319321475,Conventional machine learning and deep learning in Alzheimer's disease diagnosis using neuroimaging: A review,2023,Frontiers in Computational Neuroscience,https://www.frontiersin.org/articles/10.3389/fncom.2023.1038636/pdf,data/pdfs/W4319321475.pdf
203,W2787364052,Quantitative MRI Brain Studies in Mild Cognitive Impairment and Alzheimer's Disease: A Methodological Review,2018,IEEE Reviews in Biomedical Engineering,https://openaccess.city.ac.uk/id/eprint/18891/1/Quantitative%20MRI%20brain%20studies.pdf,data/pdfs/W2787364052.pdf
330,W4319216300,Interpretable machine learning for dementia: A systematic review,2023,Alzheimer s & Dementia,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/alz.12948,data/pdfs/W4319216300.pdf
32,W4391531220,An Explainable AI Paradigm for Alzheimer’s Diagnosis Using Deep Transfer Learning,2024,Diagnostics,https://www.mdpi.com/2075-4418/14/3/345/pdf?version=1707136731,data/pdfs/W4391531220.pdf
144,W2964173965,Effect of AZD0530 on Cerebral Metabolic Decline in Alzheimer Disease,2019,JAMA Neurology,https://jamanetwork.com/journals/jamaneurology/articlepdf/2737805/jamaneurology_van_dyck_2019_oi_190053.pdf,data/pdfs/W2964173965.pdf
